task,length,items,raw_tokens,codec_tokens,saved_pct,factor,lossless,tpl_saved_pct,tpl_lossless
vt,16384,17,15378,586,96.2,26.242,True,96.2,True
vt,16384,17,15378,592,96.2,25.976,True,96.2,True
vt,16384,17,15378,588,96.2,26.153,True,96.2,True
vt,16384,17,15378,591,96.2,26.02,True,96.2,True
vt,16384,17,15378,591,96.2,26.02,True,96.2,True
vt,16384,17,15378,592,96.2,25.976,True,96.2,True
vt,16384,17,15378,587,96.2,26.198,True,96.2,True
vt,16384,17,15378,586,96.2,26.242,True,96.2,True
vt,16384,17,15378,591,96.2,26.02,True,96.2,True
vt,16384,17,15378,591,96.2,26.02,True,96.2,True
vt,16384,17,15378,592,96.2,25.976,True,96.2,True
vt,16384,17,15378,586,96.2,26.242,True,96.2,True
vt,16384,17,15378,587,96.2,26.198,True,96.2,True
vt,16384,17,15378,591,96.2,26.02,True,96.2,True
vt,16384,17,15378,592,96.2,25.976,True,96.2,True
niah_multikey,16384,7,7892,7892,0.0,1.0,True,29.5,True
niah_multikey,16384,7,7892,7892,0.0,1.0,True,29.5,True
niah_multikey,16384,7,7892,7892,0.0,1.0,True,29.5,True
niah_multikey,16384,7,7892,7892,0.0,1.0,True,29.5,True
niah_multikey,16384,7,7892,7892,0.0,1.0,True,29.5,True
niah_multikey,16384,7,7892,7892,0.0,1.0,True,29.5,True
niah_multikey,16384,7,7892,7892,0.0,1.0,True,29.5,True
niah_multikey,16384,7,7892,7892,0.0,1.0,True,29.5,True
niah_multikey,16384,7,7892,7892,0.0,1.0,True,29.5,True
niah_multikey,16384,7,7892,7892,0.0,1.0,True,29.5,True
niah_multikey,16384,7,7892,7892,0.0,1.0,True,29.5,True
niah_multikey,16384,7,7892,7892,0.0,1.0,True,29.5,True
niah_multikey,16384,7,7892,7892,0.0,1.0,True,29.5,True
niah_multikey,16384,7,7892,7892,0.0,1.0,True,29.5,True
niah_multikey,16384,7,7892,7892,0.0,1.0,True,29.5,True
niah_multikey,16384,7,7892,7892,0.0,1.0,True,29.5,True
niah_multikey,16384,7,7892,7892,0.0,1.0,True,29.5,True
niah_multikey,16384,7,7892,7892,0.0,1.0,True,29.5,True
niah_multikey,16384,7,7892,7892,0.0,1.0,True,29.5,True
niah_multikey,16384,7,7892,7892,0.0,1.0,True,29.5,True
